cowcode,iso3166,country_ID,country_name,abbr_country,region_ID,region_name,year,tier,type,tier_instdepth,tier_policy,tier_fiscauto,tier_borrowauto,tier_rep,tier_lawmaking,tier_execcon,tier_fisccon,tier_borrowcon,tier_constit,tier_selfrule,tier_sharedrule,tier_RAI,COMPONENTS,instdepth,policy,fiscauto,borrowauto,assembly,executive,law_a,law_b,law_c,law_d,law_e,law_f,execcon_multi,execcon_bi,fisccon_multi,fisccon_bi,borrowcon_multi,borrowcon_bi,constit_multi,constit_bi
325,380,20,Italy,ITA,2006,Sardegna,1955,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1956,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1957,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1958,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1959,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1960,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1961,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1962,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1963,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1964,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1965,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1966,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1967,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1968,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1969,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1970,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1971,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1972,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1973,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1974,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1975,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1976,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1977,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1978,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1979,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1980,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1981,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1982,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1983,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1984,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1985,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1986,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1987,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1988,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1989,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1990,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1991,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1992,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1993,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1994,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1995,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1996,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1997,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1998,1,A,2,3,3,2,4,0,1,1,0,2,14,4,18,,2,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,1999,1,A,2,3,3,2,4,0,1,1,0,2,14,4,18,,2,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2000,1,A,2,3,3,2,4,0,1,1,0,2,14,4,18,,2,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2001,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2002,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2003,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2004,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2005,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2006,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2007,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2008,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2009,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2006,Sardegna,2010,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1950,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1951,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1952,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1953,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1954,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1955,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1956,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1957,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1958,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1959,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1960,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1961,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1962,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1963,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1964,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1965,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1966,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1967,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1968,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1969,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1970,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1971,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1972,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1973,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1974,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1975,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1976,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1977,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1978,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1979,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1980,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1981,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1982,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1983,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1984,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1985,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1986,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1987,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1988,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1989,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1990,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1991,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1992,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1993,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1994,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1995,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1996,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1997,1,A,2,3,1,2,4,0,1,1,0,2,12,4,16,,2,3,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1998,1,A,2,3,3,2,4,0,1,1,0,2,14,4,18,,2,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,1999,1,A,2,3,3,2,4,0,1,1,0,2,14,4,18,,2,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2000,1,A,2,3,3,2,4,0,1,1,0,2,14,4,18,,2,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2001,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2002,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2003,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2004,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2005,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2006,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2007,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2008,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2009,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2007,Sicilia,2010,1,A,3,3,3,2,4,0,1,1,0,2,15,4,19,,3,3,3,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1950,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1951,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1952,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1953,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1954,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1955,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1956,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1957,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1958,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1959,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1960,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1961,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1962,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1963,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1964,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1965,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1966,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1967,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1968,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1969,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
325,380,20,Italy,ITA,2008,Trentino-Alto Adige/Südtirol,1970,1,A,2,3,1,2,4,0,0,1,0,2,12,3,15,,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
